user_id,book_id,rating
4,1380,5
4,221,4
4,401,4
4,131,4
4,3469,5
4,81,5
4,468,4
4,1210,5
4,436,3
4,101,4
4,4,4
4,398,3
4,117,4
4,661,4
4,85,5
4,715,4
4,1258,4
4,10,5
4,335,4
4,127,4
4,344,3
4,14,3
4,508,3
4,121,1
4,94,1
4,704,3
4,230,4
4,1265,4
4,181,3
4,54,4
4,354,3
4,326,3
4,3237,4
4,72,3
4,62,4
4,7,4
4,265,5
4,25,5
4,97,3
4,93,5
4,540,4
4,19,2
4,129,4
4,381,1
4,162,1
4,8464,5
4,1573,1
4,22,1
4,321,5
4,903,3
4,879,5
4,705,3
4,243,3
4,383,5
6,6351,4
7,84,4
7,3797,2
7,1117,3
7,116,4
7,725,5
7,806,3
7,1053,2
7,936,3
7,953,1
7,612,5
7,28,5
7,32,5
7,55,5
7,5,3
7,8,2
7,510,4
7,1023,4
7,1119,1
7,1362,2
7,949,4
7,1525,2
7,729,5
7,3247,4
7,3246,4
7,5332,4
7,1484,5
7,8432,4
7,4885,4
7,8320,5
7,2487,5
7,5047,4
7,255,4
7,5341,5
7,408,5
7,1969,5
7,1642,4
7,83,4
7,2491,1
7,2045,3
7,1262,3
7,1105,3
7,126,5
7,760,5
7,770,4
7,125,5
7,154,3
7,405,4
7,219,5
7,1592,2
7,194,4
7,400,4
7,2766,4
7,7904,2
7,7128,4
7,1074,5
7,3111,4
7,2782,4
7,7377,4
7,6445,4
7,2129,5
7,3884,3
7,442,5
7,1142,4
7,1519,5
7,3314,5
7,7003,4
7,1620,5
7,1923,4
7,2470,3
7,115,4
7,883,4
7,50,5
7,410,3
7,593,3
7,89,5
7,416,5
7,335,5
7,4138,3
7,6701,3
7,7490,3
7,8413,3
7,5388,3
7,1646,3
7,838,3
7,492,4
7,2564,3
7,373,4
7,184,5
7,4944,2
7,9103,3
7,4588,3
7,4190,5
7,4101,3
7,4459,4
7,4608,3
7,3137,3
7,1918,3
7,1801,5
7,205,3
7,7325,3
7,1071,4
7,1536,4
7,481,4
7,283,4
7,25,4
7,1168,1
7,633,4
7,956,5
7,1641,4
7,167,4
7,322,5
7,585,4
7,6444,4
7,7217,4
7,7807,1
7,1873,4
7,516,5
7,2931,4
7,2347,3
7,48,5
7,79,4
7,696,3
7,377,4
7,7814,4
7,1464,5
7,238,3
7,37,4
7,13,5
7,4726,4
7,2693,4
7,1337,4
7,550,4
7,2084,5
7,534,3
7,8654,5
7,1278,3
7,129,4
7,2189,3
7,1199,4
7,3672,4
7,4574,4
7,249,4
7,2969,4
7,2102,4
8,2732,5
8,1432,3
8,479,4
8,3020,5
8,6195,4
8,614,4
8,4622,5
8,9114,5
8,194,4
8,14,5
8,2584,5
8,55,5
8,772,4
8,778,5
8,1937,3
8,493,5
8,362,5
8,1967,3
8,529,5
8,5425,5
8,177,5
8,45,3
8,2781,4
8,1364,4
8,1041,4
8,3377,4
8,80,5
8,8312,5
8,83,4
8,485,5
8,5,3
8,718,5
8,264,3
8,354,1
8,576,4
8,560,2
8,3954,4
8,7309,2
8,162,3
8,2926,3
8,94,4
8,4602,4
8,769,5
8,97,4
8,71,3
8,13,4
8,977,5
8,301,4
8,3349,3
8,788,1
8,79,4
8,651,4
8,2490,4
8,879,4
8,65,5
8,43,2
8,547,4
8,546,3
8,6727,4
8,54,4
8,2002,4
8,4,3
8,887,4
8,531,3
8,1797,4
8,63,4
8,390,3
8,658,4
8,468,2
8,592,5
8,28,4
8,2187,5
8,2403,4
8,650,2
8,1214,5
8,701,4
8,6326,2
8,1084,4
8,230,2
8,10,1
8,471,1
8,76,2
8,171,3
8,3676,2
8,1509,1
8,1739,1
8,9991,1
8,3700,4
8,4503,4
8,4592,4
8,1679,2
8,508,1
8,7416,3
8,158,4
8,8565,2
8,899,2
8,782,3
8,2466,4
9,397,3
9,658,4
9,101,5
9,344,4
9,372,4
9,943,5
9,1923,4
9,122,4
9,212,5
9,1642,4
9,317,4
9,33,3
9,26,2
9,9,1
9,81,1
9,60,5
9,494,2
9,238,3
9,14,4
9,570,5
9,795,4
9,2193,2
9,11,1
9,3417,5
9,4139,5
9,1055,4
9,181,5
9,5,5
9,119,4
9,4815,5
9,1221,3
9,1301,2
9,1986,2
9,1057,2
9,1037,2
9,963,2
9,596,2
9,1388,2
9,7868,2
9,1407,2
9,227,2
9,213,2
9,587,4
9,664,4
9,476,2
9,325,2
9,407,5
9,1311,2
9,10,5
9,76,4
9,171,4
9,217,3
9,186,1
9,766,3
9,178,4
9,78,2
9,6777,3
9,150,3
9,75,3
9,1457,1
9,108,3
9,306,3
9,955,3
9,1063,3
9,326,3
9,264,4
9,45,4
9,55,4
9,13,5
9,28,4
9,941,5
9,22,3
9,916,2
9,46,3
9,121,5
9,38,3
9,4755,5
9,1843,4
9,959,1
9,179,4
9,115,4
9,1083,4
9,258,5
9,815,5
9,3425,4
9,1031,4
9,483,5
9,2013,2
9,471,3
9,380,4
9,191,4
9,3,4
9,49,4
9,52,4
9,56,5
9,1231,3
9,467,4
9,4394,3
9,1955,4
9,550,5
9,1005,3
9,239,4
9,5908,3
9,8676,4
9,1441,3
9,16,2
9,2,4
9,23,3
9,18,5
9,97,4
9,24,3
9,7285,3
9,21,3
9,27,4
9,25,5
9,629,1
9,256,3
9,1615,3
9,98,3
9,338,3
9,982,4
9,3400,4
9,1,4
9,17,3
9,20,4
9,1136,5
9,4788,4
9,572,2
9,106,3
10,11,3
10,5084,2
10,883,4
10,217,4
10,103,5
10,1506,4
10,5926,2
10,495,3
10,5,5
10,4,5
10,87,5
10,212,2
10,265,5
10,33,3
10,26,3
10,516,4
10,688,2
10,325,4
10,3417,3
10,4139,3
10,10,5
10,407,5
10,83,5
10,6333,3
10,255,3
10,287,4
10,4298,5
10,15,5
10,1158,4
10,5907,4
10,160,3
10,2089,2
10,476,4
10,704,4
10,1845,4
10,172,2
10,19,5
10,155,5
10,161,5
10,63,4
10,413,4
10,3772,2
10,653,5
10,7651,4
10,233,3
10,45,5
10,426,1
10,109,3
10,199,4
10,298,3
10,357,4
10,37,3
10,35,4
10,391,5
10,4363,4
10,6131,2
10,186,3
10,25,4
10,46,4
10,2107,4
10,4531,4
10,127,3
10,3788,3
10,3638,3
10,8653,4
10,40,3
10,658,5
10,522,5
10,258,5
10,2193,2
10,38,5
10,67,3
10,2163,2
10,494,4
10,1873,3
10,1238,5
10,104,4
10,467,4
10,148,3
10,42,4
10,7002,5
10,16,4
10,572,5
10,98,3
10,1405,4
10,1136,3
10,9600,4
10,3409,5
11,111,2
11,11,4
11,94,5
11,2559,5
11,522,3
11,258,3
11,408,3
11,516,4
11,6944,3
11,426,4
11,495,3
11,574,3
11,8,5
11,26,3
11,33,4
11,3560,5
11,233,5
11,325,4
11,3703,3
11,2079,4
11,1853,3
11,9606,3
11,7277,4
11,115,4
11,47,4
11,587,3
11,1315,5
11,4057,4
11,7794,4
11,211,3
11,2107,3
11,378,4
11,4096,5
11,688,3
11,236,5
11,82,3
11,366,3
11,1035,3
11,690,3
11,8175,4
11,191,4
11,467,3
11,473,4
11,199,3
11,4231,5
11,5648,4
11,662,5
11,948,3
11,354,5
11,919,2
11,101,3
11,595,5
11,217,4
11,4994,5
11,410,5
11,81,4
11,87,5
11,154,3
11,181,4
11,38,4
11,57,3
11,453,3
11,178,3
11,114,2
11,407,3
11,372,3
11,65,3
11,405,3
11,150,4
11,119,3
11,67,4
11,9717,4
11,4080,4
11,1256,5
11,663,5
11,8950,4
11,9483,3
11,6835,4
11,3048,4
11,7269,5
11,45,4
11,174,2
11,2117,3
11,121,5
11,4,3
11,140,3
11,16,3
11,98,4
11,5930,3
11,2213,2
11,1719,3
11,7354,4
11,31,4
11,46,4
11,2320,3
11,2650,3
11,1640,2
11,883,4
11,179,4
11,2534,3
11,6546,3
11,1317,3
11,677,4
11,6191,1
11,1613,1
11,100,3
11,40,1
11,1806,2
11,2284,2
14,101,3
14,372,4
14,405,4
14,100,2
14,25,3
14,24,2
14,18,2
14,27,4
14,21,4
14,60,3
14,495,3
14,54,4
14,70,4
14,271,4
14,576,3
14,95,4
14,14,3
14,13,3
14,1392,3
14,1582,3
14,398,3
14,5707,5
14,1435,3
14,322,4
14,9032,4
14,1188,1
14,371,4
14,838,3
14,492,4
14,193,3
14,297,4
14,633,4
14,1676,4
14,3202,4
14,9972,3
14,442,4
14,1519,3
14,2084,5
14,682,5
14,1657,5
14,3650,4
14,3338,5
14,268,4
14,1199,5
14,1077,5
14,5495,4
14,211,3
14,191,5
14,532,4
14,735,4
14,2129,4
14,2143,4
14,502,4
14,3672,4
14,4574,4
14,362,4
14,377,3
14,1,4
14,20,2
14,17,3
14,39,3
14,2852,2
14,1405,4
14,820,4
14,1060,4
14,654,4
14,110,3
14,104,3
14,1683,4
14,16,1
15,8,5
15,2,4
15,5,4
15,101,5
15,4,3
15,24,4
15,11,5
15,27,4
15,18,4
15,21,3
15,65,5
15,13,4
15,33,5
15,26,3
15,2903,4
15,230,4
15,10,5
15,76,5
15,471,4
15,483,5
15,2339,5
15,709,5
15,167,5
15,361,3
15,326,5
15,87,5
15,304,5
15,100,4
15,306,5
15,337,5
15,92,4
15,887,3
15,119,5
15,310,5
15,465,4
15,8440,4
15,71,4
15,1329,5
15,795,5
15,2193,4
15,3002,4
15,241,5
15,4043,4
15,148,4
15,68,5
15,1144,4
15,941,4
15,782,4
15,1993,5
15,1217,5
15,2347,5
15,7260,4
15,9363,4
15,688,5
15,3340,5
15,14,4
15,550,4
15,115,5
15,8842,3
15,344,4
15,171,5
15,36,5
15,943,5
15,6644,5
15,55,4
15,5950,4
15,682,4
15,2051,3
15,1042,4
15,1378,4
15,2897,5
15,432,5
15,186,4
15,3,5
15,49,5
15,52,5
15,1381,4
15,417,4
15,6820,4
15,2620,5
15,8045,4
15,5625,4
15,2661,4
15,31,5
15,9,3
15,1039,5
15,696,4
15,635,5
15,484,3
15,1645,4
15,25,5
15,425,4
15,223,4
15,918,4
15,1137,3
15,1172,4
15,7735,3
16,9858,4
16,172,2
16,7151,3
16,1973,3
16,7198,3
16,1113,3
16,94,3
16,353,3
16,85,5
16,63,4
16,80,5
16,592,3
16,8882,3
16,160,3
16,35,5
16,653,5
16,736,3
16,10,3
16,3379,5
16,14,5
16,432,5
16,3764,5
16,8946,3
16,606,5
16,4260,4
16,257,5
16,1178,5
16,2023,5
16,83,5
16,2024,4
16,22,4
16,1910,4
16,3275,5
16,1506,4
16,125,3
16,3181,5
16,6070,3
16,4602,2
16,57,5
16,671,3
16,1741,3
16,5189,4
16,6291,3
16,6354,3
16,6772,3
16,2544,2
16,209,3
16,872,3
16,2076,3
16,461,5
16,9460,5
16,58,3
16,401,5
16,2257,3
16,162,3
16,1704,4
16,323,5
16,1084,4
16,6258,1
16,8305,5
16,3126,4
16,8,4
16,131,5
16,6160,4
16,8079,1
16,887,3
16,9191,2
16,1041,4
17,2465,5
17,3560,4
17,7063,5
17,84,3
17,693,3
17,660,3
17,487,3
17,575,3
17,3797,3
17,1564,3
17,5739,4
17,6113,3
17,123,4
17,86,4
17,227,4
17,281,4
17,343,4
17,596,5
17,833,3
17,1037,3
17,1057,3
17,1573,5
17,1245,3
17,963,3
17,2573,4
17,628,4
17,785,4
17,1643,4
17,2666,3
17,2859,4
17,424,5
17,2259,5
17,6688,5
17,1100,5
17,2827,4
17,3533,3
17,6276,4
17,6533,3
17,6975,3
17,9866,4
17,8399,5
17,5061,5
17,570,5
17,795,5
17,2193,3
17,127,5
17,211,5
17,196,5
17,484,3
17,951,3
17,374,5
17,408,5
17,1826,5
17,288,5
17,2242,4
17,1972,3
17,840,5
17,33,5
17,690,5
17,2815,3
17,193,5
18,572,4
18,3566,3
18,2584,4
18,557,4
18,1102,2
18,344,4
18,3551,2
18,60,3
18,101,4
18,372,3
18,943,4
18,1923,4
18,2615,4
18,4054,5
18,662,4
18,2770,5
18,9287,2
18,13,4
18,119,4
18,1544,4
18,426,4
18,3219,3
18,55,4
18,48,4
18,65,5
18,405,4
18,3068,4
18,3202,4
18,7538,5
18,7254,5
18,8329,4
18,130,5
18,3237,4
18,913,5
18,282,2
18,92,3
18,408,3
18,228,2
18,26,2
18,5,4
18,121,4
18,11,3
18,2034,3
18,8585,4
18,7292,3
18,3597,3
18,883,3
18,8692,3
18,2747,3
18,546,3
18,733,3
18,476,3
18,919,3
18,1133,4
18,1176,3
18,5123,3
18,8446,3
18,5777,3
18,289,4
18,7,5
18,2298,3
18,1096,4
18,2015,2
18,1153,4
18,297,4
18,2172,4
18,1704,4
18,1074,4
18,2098,4
18,3600,4
18,3133,3
18,2552,4
18,4517,4
18,5330,4
18,7338,3
18,9972,4
18,2923,4
18,3883,3
18,4979,3
18,1294,4
18,9,2
18,743,3
18,2691,2
18,4,4
18,8,4
18,576,4
18,14,4
18,5395,3
18,3254,3
18,6808,3
18,4972,3
18,664,3
18,3782,3
18,46,2
18,948,3
18,8382,3
18,1156,4
18,3586,4
18,534,4
18,3,2
18,49,2
18,52,2
18,56,1
18,1005,3
18,4614,2
18,3036,3
18,775,4
18,2945,2
18,1660,3
21,6160,4
21,483,2
21,2716,3
21,715,3
21,4068,4
21,311,3
21,95,3
21,8,3
21,278,3
21,35,4
21,1206,3
21,629,4
21,1663,3
21,2902,3
21,786,3
21,8455,3
21,8336,3
21,7499,4
21,878,4
21,114,4
21,29,3
21,125,4
21,714,4
21,42,3
21,26,3
21,315,2
21,6772,4
21,606,4
21,1847,4
21,8946,4
21,18,4
21,2,4
21,21,4
21,27,4
21,4197,4
21,3377,4
21,879,3
21,5865,3
21,6070,4
21,653,3
21,94,1
21,699,3
21,706,3
21,3351,3
21,10,4
21,9858,4
21,160,2
21,3676,2
21,7639,4
21,3379,2
21,24,4
21,23,4
21,14,3
21,489,2
21,1113,2
21,7198,3
21,635,4
21,66,3
21,9473,3
21,85,3
21,4475,5
22,264,2
22,284,4
22,350,5
22,7638,3
22,442,4
22,1142,4
22,3425,5
22,176,5
22,349,4
22,232,2
22,1589,4
22,1900,4
22,670,4
22,1498,4
22,739,4
22,488,2
22,865,3
22,1987,5
22,2352,2
22,168,5
22,3314,2
22,48,5
22,2673,2
22,9,2
22,1236,3
22,289,5
22,4810,4
22,450,3
22,2298,3
22,408,4
22,687,3
22,598,5
22,3278,3
22,3298,3
22,1018,5
22,2669,3
22,1246,4
22,2299,2
22,2382,3
22,6578,2
22,7316,3
22,8512,2
22,8214,4
22,2426,5
22,1380,5
22,633,5
22,45,5
22,4885,5
22,891,3
22,3644,4
22,951,3
22,1318,4
22,3560,3
22,167,4
22,119,4
22,429,5
22,8035,3
22,982,4
22,1862,4
22,4731,4
22,7630,5
22,8142,3
22,6013,4
22,3551,3
22,1124,4
22,7614,3
22,8302,3
22,9575,3
22,1528,3
22,3092,3
22,35,2
22,2825,3
22,3174,3
22,1427,3
22,9526,3
22,3601,2
22,1153,3
22,815,3
22,46,4
22,5254,5
22,7568,3
22,666,4
22,2674,3
22,5575,3
22,929,4
22,1360,3
22,62,3
22,8490,2
22,368,2
22,1339,4
22,192,4
22,3,3
22,1479,3
22,1715,4
22,9234,2
22,5930,5
22,703,5
22,367,4
22,6555,4
22,441,4
22,4454,3
22,757,5
22,2035,4
22,3544,4
22,960,4
22,988,4
22,1,3
22,307,5
22,7105,4
22,3512,3
22,1444,4
24,378,4
24,323,4
24,100,4
24,1144,4
24,1752,5
24,860,4
24,2188,4
24,1031,5
24,2304,5
24,7770,4
24,2142,5
24,4149,3
24,233,4
24,948,4
24,1936,5
24,2738,4
24,2586,4
24,1970,3
24,483,4
24,1329,4
24,7409,4
24,9,4
24,326,5
24,26,3
24,33,4
24,289,5
24,662,5
24,148,3
24,136,3
24,78,2
24,1639,4
24,186,3
24,398,3
24,60,2
24,2320,3
24,658,4
24,741,3
24,8,4
24,2,3
24,23,3
24,24,4
24,21,3
24,27,4
24,18,3
24,3310,4
24,119,4
24,883,3
24,228,2
24,11,4
24,1806,5
24,281,3
24,7868,3
24,80,4
24,3400,4
24,4605,4
24,4983,4
24,1597,5
24,453,3
24,2757,3
24,325,4
24,4,4
24,15,4
24,372,4
24,6173,4
24,718,4
24,261,3
24,3488,4
24,3142,4
24,767,3
24,1421,3
24,401,3
24,3126,4
24,3250,4
24,316,4
24,1021,4
24,895,5
24,25,4
24,4872,3
24,2875,4
24,2029,4
24,5327,4
24,162,4
24,82,5
24,273,3
24,1250,4
24,212,4
24,236,4
24,10,4
25,14,4
25,8336,4
25,653,5
25,5374,4
25,872,4
25,8949,5
25,977,5
25,4602,4
25,7277,4
25,5730,5
25,483,5
25,4531,5
25,58,4
25,4,4
25,13,4
25,2339,5
25,5940,5
25,65,5
25,2975,4
25,5244,4
25,8455,4
25,8555,4
25,2902,1
25,1663,1
25,395,4
25,3903,5
25,662,5
25,9664,5
25,709,4
25,9460,5
25,9008,4
25,9858,3
25,9606,4
25,8,5
25,80,5
25,606,3
25,278,4
25,158,4
25,7485,3
25,8588,5
25,5911,5
25,1206,1
25,6160,4
25,8805,5
25,8878,4
25,9473,1
25,8946,5
25,50,4
25,4862,4
25,786,4
25,94,5
25,629,1
25,35,3
25,3398,3
25,132,4
25,8589,5
25,378,4
25,397,5
25,6921,3
25,4640,4
26,225,4
26,131,4
26,3387,5
26,65,4
26,1133,4
26,323,4
26,397,4
26,736,4
26,48,4
26,2869,4
26,8818,4
26,1411,4
26,181,4
26,879,4
26,45,4
26,180,4
26,3085,3
26,2097,4
26,1714,4
26,264,5
26,9317,3
26,7251,4
26,3913,3
26,5792,3
26,8814,4
26,3219,4
26,494,4
26,2274,4
26,1299,4
26,7262,5
26,7874,4
26,2875,4
26,4672,4
26,3916,4
26,6064,4
26,3417,4
26,2419,4
26,5399,5
26,1873,3
26,2029,5
26,100,4
26,8,4
26,13,4
26,2229,2
26,7232,3
26,1329,4
26,32,4
26,284,4
26,9857,4
26,860,4
26,8107,4
26,9707,4
26,80,5
26,576,4
26,479,3
26,179,4
26,795,3
26,3237,4
26,130,3
26,4103,4
26,715,4
26,387,4
26,14,4
26,71,4
26,4602,4
26,5556,4
26,523,5
26,7155,4
26,2027,4
26,3451,5
26,1544,4
26,121,4
26,6125,4
26,3187,3
26,3708,3
26,268,4
26,104,4
26,1514,4
26,4902,5
26,8973,5
26,1310,4
26,457,3
26,982,3
26,6496,3
26,1282,3
26,483,4
26,3933,4
26,758,5
26,2661,5
26,534,4
26,591,5
26,638,4
26,7486,5
26,688,4
26,550,5
26,8676,4
26,941,4
26,4100,4
26,258,4
26,7664,4
26,2841,5
26,9588,4
26,574,4
27,1124,3
27,82,4
27,534,3
27,4012,3
27,3611,3
27,871,4
27,1481,3
27,3750,3
27,665,5
27,6888,2
27,40,3
27,1491,3
27,670,4
27,4454,3
27,2449,5
27,516,4
27,8516,3
27,3792,2
27,140,3
27,1,4
27,2841,4
27,17,4
27,1201,2
27,39,4
27,2300,4
27,1228,3
27,2496,4
27,31,4
28,3504,4
28,2615,5
28,6195,3
28,60,3
28,26,2
28,3250,3
28,7379,4
28,1380,5
28,353,5
28,574,4
28,1421,5
28,115,3
28,57,4
28,5,3
28,264,5
28,36,5
28,8,4
28,101,5
28,113,5
28,117,4
28,4,5
28,372,5
28,131,3
28,184,4
28,102,5
28,22,5
28,718,5
28,1923,3
28,943,5
28,238,3
28,495,4
28,1090,5
28,653,5
28,5545,4
28,737,5
28,662,4
28,857,5
28,9974,4
28,741,3
28,4872,5
28,1299,4
28,2025,1
28,4316,4
28,104,4
28,46,4
28,867,4
28,127,5
28,35,4
28,213,3
28,2004,4
28,95,4
28,50,5
28,523,5
28,9743,4
28,674,4
28,5966,1
28,9,3
28,1402,4
28,661,5
28,383,4
28,28,4
28,121,3
28,2304,3
28,81,4
28,233,4
28,1598,3
28,100,4
28,1021,5
28,301,5
28,4013,4
28,414,4
28,256,5
28,59,5
28,354,4
28,3703,3
28,111,4
28,727,3
28,1310,5
28,2449,3
28,1485,5
28,242,5
28,1858,3
28,266,5
28,1379,3
28,1260,3
28,2012,3
28,2184,3
28,3829,2
28,84,5
28,1980,5
28,129,5
28,1011,4
28,1160,5
28,11,5
28,476,5
28,31,5
28,1344,4
28,455,3
28,7001,2
29,27,5
29,21,5
29,2,5
29,24,4
29,4,4
29,2729,4
29,485,5
29,1106,4
29,6575,4
29,37,5
29,602,4
29,332,5
29,292,5
29,347,4
29,641,4
29,542,4
29,427,4
29,1580,4
29,2342,3
29,8611,3
29,4071,3
29,1521,4
29,2366,5
29,6820,3
29,1255,4
29,213,4
29,5386,5
29,1458,5
29,1186,4
29,1679,4
29,184,5
29,373,5
29,1373,5
29,577,5
29,103,4
29,6173,3
29,76,5
29,560,4
29,530,4
29,48,4
29,94,5
29,1239,4
29,2419,4
29,5699,4
29,1383,5
29,2597,3
29,67,4
29,142,4
29,341,5
29,8867,4
29,357,4
29,198,4
29,1280,5
29,824,4
29,79,5
29,872,4
29,9281,4
29,117,4
29,3256,3
29,479,3
29,387,3
29,576,4
29,25,5
29,681,4
29,1094,5
29,93,3
29,80,4
29,19,5
29,23,4
29,18,4
29,4485,3
29,461,5
29,778,4
29,3930,4
29,9304,4
29,7622,4
29,855,5
29,155,5
29,161,5
29,1853,4
29,499,5
29,6255,3
29,1949,4
29,1133,5
29,590,5
29,3020,4
29,2875,4
29,9908,5
29,245,5
29,6636,5
29,40,4
29,45,5
30,11,5
30,258,5
30,45,5
30,635,5
30,137,5
30,463,4
30,554,4
30,712,3
30,864,3
30,230,4
30,937,5
30,496,5
30,2047,3
30,2406,4
30,2965,3
30,94,5
30,233,5
30,2,4
30,27,5
30,23,4
30,18,4
30,24,4
30,21,4
30,28,4
30,629,5
30,1206,3
30,19,4
30,161,5
30,155,3
30,119,5
30,148,2
30,26,4
30,180,5
30,5,3
30,14,5
30,272,4
30,75,3
30,80,5
30,1457,2
30,35,1
30,42,3
30,5244,4
30,162,4
30,25,5
30,117,5
30,63,4
30,37,4
30,347,3
30,641,3
30,542,3
30,311,5
30,1084,4
30,5994,4
30,1549,4
30,1163,4
30,356,5
30,873,4
30,1033,4
30,467,5
30,40,3
30,65,5
30,1464,5
30,1005,4
30,323,4
30,1310,5
30,2914,5
30,9017,4
30,115,5
30,2027,4
30,1239,4
30,191,5
30,587,5
30,8676,5
30,121,5
30,104,5
30,1238,4
30,6425,5
30,1136,4
30,6191,4
30,39,4
30,102,5
30,54,5
30,55,5
30,8,4
30,29,5
30,13,5
30,43,5
31,743,4
31,1153,3
31,2034,3
31,2923,3
31,3036,3
31,4979,3
31,4031,3
31,3883,3
31,39,4
31,165,3
31,135,3
31,110,3
31,598,5
31,1018,4
31,3278,4
31,3298,4
31,1246,4
31,2669,4
31,2382,3
31,2299,3
31,2,3
31,24,3
31,21,3
31,27,3
31,23,3
31,18,3
31,1299,4
31,4316,3
31,3428,4
31,4455,5
31,70,5
31,360,4
31,496,4
31,2406,4
31,2047,4
31,2965,4
31,806,4
31,1053,4
31,612,4
31,936,3
31,1261,3
31,725,3
31,232,4
31,168,3
31,915,4
31,7522,4
31,289,4
31,2873,4
31,13,4
31,14,3
31,28,4
31,499,3
31,2051,3
31,1868,4
31,350,4
31,2015,3
31,32,3
31,287,1
31,994,4
31,1656,4
31,5658,4
31,7667,2
31,75,3
31,33,3
31,2615,3
31,272,4
31,271,4
31,2601,2
31,5100,3
31,5563,3
31,136,2
31,101,4
31,55,4
31,372,4
31,239,3
31,430,4
31,1915,3
31,46,4
31,115,5
31,1283,3
31,557,3
31,534,4
31,520,3
31,268,2
31,1310,3
31,197,3
31,527,3
31,563,3
31,558,2
31,631,2
31,47,5
31,1964,3
31,2423,4
31,467,4
31,273,3
31,122,3
31,31,3
31,1238,5
31,719,4
31,744,3
31,195,3
31,312,4
31,3268,3
31,1464,4
31,231,3
31,1136,4
31,2314,4
31,2102,4
31,657,4
31,523,4
31,6634,4
31,1319,4
31,106,5
32,238,4
32,550,5
32,2357,5
32,758,5
32,101,4
32,344,4
32,2615,4
32,9624,4
32,245,5
32,150,5
32,26,3
32,9,3
32,66,5
32,2302,3
32,1272,4
32,2621,4
32,2,4
32,398,4
32,848,3
32,3979,3
32,236,4
32,142,5
32,306,4
32,122,4
32,4317,4
32,2192,4
32,42,5
32,114,4
32,132,4
32,22,4
32,5,4
32,8,5
32,6417,4
32,576,4
32,431,3
32,7,3
